vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
E13/E12(B10/B11),11,Spaarndammer- en Zeehbrt/Houthavens,93.227856,88.500396,83.896632,58.391983,76.92967,129.13258,98.847907,113.990243,82.873326,94.653983,88.763654,15.132051,50.835738,48.999862,11.271077,18.602024,39.557774,16.94278,10.276236,12.774877,6.100201,13.238554,3.466112,48.636332,46.081267,47.69994,17.709606,10.960156,34.15123,10.638259,13.657024,46.773855,30.188679,31.528662,15.593458,13.007611,5.401623,19.549127,5.125007,17.506246,27.999137,12.647133,8.16879,1.919851,1.756708,38.617124,0.269595,2.037469,1.502335,3.119862,0.269209,18.542541,39.648707,12.632444,2.153472,69,8,12,1,7,63,47,17,60,107,217,21,21,13,147,29,35,62,122,200,63,196,61,9.640911,76.886032,0.450306,138.70567,0.514635,203.874118,4.052752,121.916343,3.023482,119.450566,0.771953,65.175785,0.064329,51.672515,1.338267,103.488277,3.859764,56.913135,0.836282,92.180005,9.456422,137.333993,1.865553,95.739156,2.251529,102.551811,13.95948,161.819595,13.548387,72.125157,636.363636,80.225162,6.883246,132.28573600000001,15.429426,152.616115,4.959458,81.967888,15.744312,125.207258,9.604031,104.381117,3.988423,364.468234,4.2775,108.727578,165.728122,99.871692,92.537037,19.253613,76.017206,3.966806,0.932289,0.853066,18.752671,0.130917,0.989405,0.729542,1.515021,0.130729,9.004352,6.134379,1.045737,30.616409,73.531665,43.533609,89.829386,48.963896,48.964995,64.791219,64.791619,64.792504,184.447299,76.017206,69.41187,43.533462,114.067948,203.874118,101.230917,102.874635,59.771822,51.672515,74.394645,103.488277,48.14756,85.963892,121.499124,78.337258,82.879077,169.362163,72.125157,80.225162,104.512156,205.928658,12703,7157,33,1550,2361.207452,0,6164.767093,8525.974545,15544.991515,14260.665037,2014
E14,12,Staatsliedenbuurt,85.410909,100.001613,80.077992,70.955995,83.678533,97.308648,94.425962,95.867305,83.867293,69.506485,76.686889,15.779576,55.647625,55.404994,9.605071,16.194686,40.628876,18.323924,9.642658,10.17912,7.682993,14.874545,9.546403,53.549074,54.98152,53.898866,16.903535,13.318417,45.413083,11.302207,13.614982,53.196416,33.900524,31.578947,21.500533,14.686553,7.975532,23.550481,8.067752,22.560717,31.175942,16.47077,13.648254,1.063058,5.059351,54.355213,0.350082,2.645749,5.008286,10.400581,0.897453,7.528816,48.735779,14.444754,6.202038,58,4,5,2,4,40,36,10,43,17,73,13,22,7,146,31,43,4,98,179,49,114,40,7.584674,60.48759,0.256977,79.155343,0.256977,101.801967,2.569766,77.304618,2.312789,91.372798,0.321221,27.120588,0.128488,103.208071,0.784068,60.632032,2.762498,40.733693,0.449709,49.569608,9.379646,136.218984,1.991569,102.206228,2.762498,125.825254,4.689823,54.364864,6.181645,32.908134,379.310345,47.818939,1.092151,20.989507,8.938372,88.411561,3.841932,63.49787,14.034813,111.612394,7.683864,83.511844,0.256977,23.482918,2.763061,70.232824,74.103317,111.20322,120.513978,23.423422,92.480464,6.559633,0.510928,2.431629,26.124238,0.168257,1.271602,2.407086,4.998734,0.431334,3.618504,6.942447,2.980828,50.628242,40.297955,124.090691,125.140799,62.92928,62.930692,213.775345,213.776665,213.779585,74.122308,92.480464,78.555347,124.09027,124.03009,101.801967,132.174087,122.79486,39.056818,103.208071,66.510176,60.632032,44.031876,46.479057,132.526256,109.500909,125.247066,60.950679,32.908134,47.818939,34.969902,208.064302,12754,7647,58,2103,3208.035288,0,5226.824248,8434.859536,15565.619845,14476.698127,2014
E16/E15,13,Centrmrkt/FredHend,96.866207,96.55871,85.637984,56.075979,79.424224,103.912629,118.981075,111.446852,83.136791,116.3183,99.727545,16.673159,54.344886,51.349889,9.838566,18.113219,39.609611,14.341656,8.103598,13.528595,8.443737,10.025385,7.43665,53.609351,50.283193,52.04321,18.077185,10.525443,37.038437,12.701902,13.170606,42.144828,33.231707,35.276074,14.850175,11.013747,6.008029,24.316935,8.042733,15.221081999999999,29.772455,13.241865,18.837085,5.331645,3.568554,55.383867,1.131985,8.554986,1.037452,2.154451,0.185905,8.888486,51.978815,10.84964,4.374535,68,6,15,1,5,36,25,7,147,21,111,15,16,17,202,47,32,18,118,160,53,117,65,10.950081,87.326628,0.380347,117.156479,0.456416,180.810435,2.738496,82.380421,1.901733,75.132959,1.14104,96.337732,0.076069,61.102605,0.655369,50.679773,11.182193,164.884079,1.293179,142.541863,15.366006,223.157872,3.575259,183.480362,2.434219,110.872898,8.443697,97.880118,13.799448,73.461686,500,63.034056,1.597456,30.700727,10.954031,108.348915,4.962082,82.011253,14.979871,119.128007,11.047655,120.071103,1.369248,125.124003,5.487084,139.473362,110.936656,106.197041,96.888602,29.468736,116.348602,10.679448,3.022709,2.023147,31.399187,0.641765,4.850142,0.58817,1.221439,0.105396,5.0392150000000004,6.151067,2.480087,82.425607,238.407578,103.24507,150.408957,240.024793,240.030181,52.235919,52.236242,52.236955,103.224495,116.348602,69.600704,103.24472,95.516637,180.810435,67.50072,72.332254,144.233419,61.102605,81.417986,50.679773,137.397922,174.497101,198.908234,156.735148,108.330289,99.661577,73.461686,63.034056,100.477212,176.386307,10681,6210,32,1087,1155.180712,880.60274,5358.919612,7394.703064,13145.901021,11846.000531,2014
E17,14,Da Costabuurt,110.155143,99.032254,98.762186,84.286299,94.026913,135.503628,110.615744,123.059686,118.432085,108.325576,113.378831,21.436012,53.345489,54.204181,13.036906,22.144123,40.796451,25.744498,15.525417,16.721945,7.510451,13.043583,4.462118,52.003514,54.175056,53.3764,20.847552,15.820511,34.094574,11.407759,20.273154,33.80863,29.854369,29.656863,26.031239,16.096193,9.409075,15.468492,12.939811,25.059714,26.46733,17.843068,10.087351,0,1.298466,35.853199,0.257539,1.946351,1.388563,2.883594,0.248822,2.090841,22.97703,7.993494,1.591733,27,0,8,4,3,18,18,0,47,13,73,15,71,6,110,22,21,4,50,137,45,64,29,10.250569,81.748044,0.461783,142.240829,0,0,2.770696,83.349064,2.770696,109.463595,1.23142,103.968519,0.61571,494.568481,0,0,7.234595,106.675813,0.923565,101.800866,16.932031,245.90097,3.386406,173.788536,3.232479,147.231735,11.236711,130.257003,21.276596,113.266458,959.459459,120.957242,2.001058,38.457357,13.736853,135.874477,9.658725,159.635433,29.405452,233.848002,10.731917,116.639514,0.61571,56.264548,5.228635,132.903967,140.452395,94.407805,130.55486,29.041836,114.663116,12.749916,0,1.641198,45.316681,0.325516,2.460092,1.755076,3.644721,0.314498,2.642721,10.103384,2.011873,98.405794,0,83.753483,217.07679,121.74551,121.748242,155.86978,155.870743,155.872872,54.134123,114.663116,114.322053,83.753199,146.784843,0,124.932644,107.522636,109.894183,494.568481,92.606047,0,103.91914,67.867244,236.29291,143.776757,126.072318,104.88271,113.266458,120.957242,66.220986,79.117,4659,2634,74,705,951.816548,1149.863014,3411.008924,5512.688486,6496.562829,5546.381175,2014
E18,15,Kinkerbuurt,97.448637,100.176532,92.713252,78.446962,90.445582,110.988304,116.856076,113.92219,90.559458,85.39682,87.978139,17.141931,57.236312,52.692946,13.368166,17.78265,41.269834,21.553944,10.808017,17.393709,9.741178,15.811293,9.406819,53.789544,57.199254,53.993143,19.570692,14.724469,42.839162,9.757331,13.565677,51.177219,35.087719,30.530973,18.95193,14.262467,11.528498,17.819925,14.387484,22.094675,31.092861,16.872305,6.677683,0.197061,0,25.671795,0.218477,1.651139,0.281013,0.583572,0.050356,4.22588,25.574409,14.468752,0,15,4,9,2,4,30,25,3,20,55,75,18,17,6,88,32,23,4,81,102,16,80,38,4.416961,35.225158,0.485724,149.615227,0.485724,192.420673,3.642926,109.587814,3.035772,119.936119,1.092878,92.271412,0.242862,195.078418,0.489476,37.851245,2.428618,35.810541,0.728585,80.309007,10.685917,155.189743,3.885788,199.416554,2.79291,127.21044,9.107316,105.572856,22.871665,121.757844,200,25.213622,6.678698,128.354636,13.0527,129.107356,2.61054,43.145932,16.642193,132.347687,13.215859,143.636167,0.485724,44.386164,5.341856,135.781875,98.524661,110.906871,123.451947,24.530667,96.852094,6.405153,0.189019,0,24.624078,0.20956,1.583752,0.269544,0.559755,0.048301,4.053413,13.878253,0,49.435947,14.908331,0,117.954704,78.377063,78.378822,23.93843,23.938578,23.938905,83.031092,96.852094,157.035549,0,107.72312,192.420673,87.936939,81.038019,87.639962,195.078418,75.828622,37.851245,40.352343,58.508782,142.778063,132.944369,84.80696,98.058935,121.757844,25.213622,111.696032,104.254848,6129,3396,85,787,935.190795,0,5383.221926,6318.41272,8235.137573,7113.633006,2014
E19,16,Van Lennepbuurt,101.578,91.568323,100.660775,94.213511,95.48087,112.240911,116.7434,114.492156,88.037982,101.483966,94.760974,20.114599,55.985972,45.842125,13.66,19.861261,42.479736,28.867594,11.693501,18.848594,11.535859,19.217909,14.437597,55.122318,49.37212,49.353491,21.248322,17.683845,43.226663,19.514624,16.595472,43.744343,33.59375,31.25,22.085203,15.907053,8.791424,19.466172,14.231855,22.077527,31.919226,17.221443,7.268211,0.308541,3.256093,34.571213,0.342161,2.585885,2.225292,4.621208,0.398758,9.175045,42.460006,7.632076,3.991503,30,3,9,2,0,32,23,10,30,24,51,12,49,9,106,25,32,4,57,116,42,97,34,6.740058,53.751803,0,0,0.335092,132.747703,3.574318,107.5239,2.569041,101.496681,1.005277,84.875274,0.223395,179.441647,1.413028,109.269596,3.350923,49.410149,1.005277,110.807598,11.839927,171.949228,2.792436,143.306292,3.574318,162.801695,5.696569,66.035156,15.17067,80.761419,538.461538,67.882829,2.680738,51.519796,13.706373,135.572986,5.934718,98.086579,16.391126,130.35107,8.05426,87.537486,0.44679,40.828332,4.26056,108.296975,98.47529,113.85448,126.00653200000001,36.04246,142.303011,6.169669,0.261907,2.763956,29.346006,0.290446,2.195046,1.888954,3.922744,0.338489,7.788298,6.478539,3.388214,47.618446,20.657174,141.050022,140.57377,108.628863,108.631301,167.759647,167.760683,167.762974,159.537367,142.303011,73.306122,141.049544,55.920991,132.747703,123.584682,127.602482,92.793137,179.441647,60.269909,109.269596,48.812915,80.757456,161.490742,142.554043,155.551137,97.202559,80.761419,67.882829,70.556964,117.805516,7077,4451,91,791,958.861479,0,4668.411966,5627.273445,8952.757815,7980.171989,2014
E20/E22,17,Helmers/Vondelbuurt,84.861257,89.377691,53.114917,50.037779,64.176796,97.636079,101.913965,99.775022,76.342814,104.921093,90.631954,9.269971,47.917728,48.555352,2.928202,11.678276,34.522059,18.032394,5.052328,5.176574,3.051154,10.234516,6.353352,48.067296,50.43034,48.172785,11.211943,9.392075,30.782097,8.525191,14.644407,34.176493,26.730769,25.769231,20.610601,3.435255,11.823954,13.726032,3.318212,11.435403,23.903654,10.733799,13.892464,0,0,48.312179,0.524258,3.96208,1.114942,2.315371,0.19979,16.936695,37.661156,4.049252,0,40,4,20,1,5,44,30,0,179,30,179,32,17,14,259,42,44,9,98,180,40,174,59,7.8416,62.536568,0.372138,114.628106,0.297711,117.938891,3.274818,98.514236,2.23283,88.213803,1.488553,125.678202,0.074428,59.78394,0,0,13.322554,196.444207,1.041987,114.85406,19.276768,279.953186,3.125962,160.422702,3.274818,149.160182,13.322554,154.436285,17.650303,93.961805,223.684211,28.199446,2.23283,42.911672,18.63354,184.30877,4.283572,70.797124,19.276076,153.293748,10.494753,114.061903,0.669849,61.211841,5.056741,128.534693,116.734677,85.263286,78.53748,24.979594,98.62455,9.214484,0,0,32.044121,0.347725,2.627937,0.73951,1.535721,0.132515,11.233638,2.685756,0,71.118789,0,0,153.498328,130.051892,130.054811,65.676498,65.676903,65.6778,230.112519,98.62455,30.389927,0,98.311337,117.938891,80.701503,87.568323,127.136099,59.78394,51.821021,0,154.669068,76.569373,237.801566,106.948468,99.440121,179.661696,93.961805,28.199446,71.959385,150.767687,9338,5101,76,1813,3805.898521,328.493151,8159.195855,12293.587526,13435.862509,11667.593966,2014
E21,18,Overtoomse Sluis,74.179267,93.82349,65.672194,58.263911,72.586532,77.441228,79.438459,78.439844,59.408706,83.614146,71.511426,8.623585,50.300686,50.168668,5.518402,12.196662,37.734836,13.434949,9.425526,11.685689,4.830639,9.348895,5.923965,51.633412,52.742594,50.568981,13.862638,10.936117,30.258025,10.281445,12.010353,42.595889,29.310345,27.37069,11.809002,8.966107,6.203554,15.230782,4.182971,15.224401,25.448135,10.486598,8.054959,0.903815,2.141658,44.074857,0.408403,3.086511,2.414685,5.014515,0.432696,6.938836,29.835228,1.317892,2.625366,28,0,4,1,1,14,18,2,32,6,54,8,9,12,148,28,27,2,58,121,47,50,19,6.429392,51.274242,0.108259,33.346501,0,0,1.515625,45.59356,1.94866,76.986922,0.433036,36.561088,0.108259,86.958831,0.259067,20.033703,3.464285,51.081699,1.299107,143.195285,16.022317,232.689358,3.031249,155.562074,2.92299,133.135278,5.845981,67.767152,6.962576,37.065438,209.302326,26.386349,0.649553,12.483449,6.476684,64.062418,6.088083,100.621329,15.673575,124.644717,7.512953,81.654308,0.216518,19.78573,2.220129,56.432304,78.1537,90.772382,76.728755,23.162174,91.449004,6.253358,0.701664,1.662647,34.216916,0.317058,2.396171,1.874608,3.89295,0.335918,5.386871,1.023128,2.038167,48.264365,55.341766,84.848099,163.906492,118.582171,118.584832,166.485514,166.486542,166.488816,110.345948,91.449004,11.57692,84.847811,77.727272,0,106.820128,85.890878,63.901449,86.958831,38.041801,20.033703,50.142587,113.910779,209.761736,131.990653,117.039552,81.960084,37.065438,26.386349,47.850577,128.810139,7720,4355,43,1149,1291.893699,0,3259.454088,4551.347787,9237.115929,8558.062994,2014
E37(E36),19,Landlust/Sloterdijk,109.902928,106.438155,111.938797,109.744048,109.373667,111.599633,112.409996,112.004814,110.211198,106.449405,108.330301,20.8644,65.816318,58.848211,17.188459,17.815451,46.46846,29.483036,17.742489,25.236452,11.167224,15.878126,7.401457,57.830455,52.332475,57.368033,23.628981,20.598922,45.495808,17.889701,11.12081,39.544488,32.044199,33.379888,19.372977,15.377085,8.220723,24.613139,11.551172,29.293619,29.913792,18.098031,35.839583,4.546862,4.947672,66.862532,0.792482,5.98919,6.654691,13.819628,1.192478,9.315811,94.102043,21.570596,6.065135,106,14,16,4,6,73,59,24,146,51,128,37,110,22,170,38,51,19,191,266,82,149,90,11.447084,91.29022,0.269736,83.085444,0.629383,249.331794,3.281783,98.723776,2.6524,104.790011,0.719295,60.729894,0.179824,144.443202,1.284865,99.358758,6.563566,96.78134,0.989031,109.016837,7.642509,110.990843,1.708326,87.670345,2.292753,104.429449,5.75436,66.705073,20.763187,110.533317,1617.647059,203.93371,2.292753,44.063291,7.976872,78.901138,4.389957,72.555397,14.240591,113.248855,10.225387,111.134309,0.854163,78.05471,4.296261,109.204445,90.778882,106.701185,132.420384,34.432746,135.947532,13.114012,1.663736,1.810396,24.465575,0.289976,2.191496,2.435008,5.056721,0.436338,3.408735,7.892867,2.219285,101.215937,131.222432,92.387975,117.195443,108.453201,108.455635,216.255199,216.256534,216.259487,69.825352,135.947532,89.309556,92.387662,127.476792,249.331794,141.945518,137.900917,76.637663,144.443202,90.629999,99.358758,98.259539,116.418702,113.059043,89.242784,100.415624,67.745166,110.533317,203.93371,65.527406,273.292296,18679,9260,68,1782,4476.342356,0,6218.670608,10695.012964,22244.004321,20948.447945,2014
E38,20,Erasmuspark,104.703197,101.446677,114.515149,115.91734,110.626388,103.708887,93.282665,98.495776,109.064508,100.910349,104.987428,22.734649,61.627925,49.241038,17.183122,22.375762,47.793211,27.341046,19.957266,25.316666,10.630534,22.544848000000002,14.567319,60.81907,48.706889,54.677726,24.172819,21.757647,36.328434,13.480423,16.168959,32.831251,25.746269,27.631579,7.481074,8.502361,7.738268,18.910759,14.916753,40.268304,24.501918,16.422821,28.255931,1.049128,3.447278,31.633063,0.101833,0.769602,1.808916,3.756529,0.324146,2.264328,28.315768,7.209122,4.225868,32,0,6,3,4,20,22,4,49,15,40,6,13,10,57,19,21,6,50,73,37,32,22,10.502133,83.754259,0.590554,181.9057,0,0,2.95277,88.826289,3.248047,128.322608,0.885831,74.790497,0.442916,355.77137,0.692641,53.561969,7.234287,106.671274,1.476385,162.735956,8.415395,122.215337,2.805132,143.957847,3.100409,141.216267,5.90554,68.457575,10.507881,55.938951,464.285714,58.531623,2.214578,42.560884,5.541126,54.808588,6.406926,105.891043,12.640693,100.525601,8.658009,94.099307,0.885831,80.948608,3.507225,89.148335,87.254629,87.397267,120.163145,30.192841,119.207516,30.129037,1.118676,3.675801,33.730042,0.108583,0.820619,1.92883,4.005552,0.345634,2.414432,7.68702,4.506004,232.54049,88.232385,187.583192,161.574259,40.61096,40.611872,171.301044,171.302102,171.304442,49.457794,119.207516,86.980353,187.582556,178.371947,0,142.649106,116.317874,63.397318,355.77137,84.829624,53.561969,148.627679,137.901433,135.334978,158.499416,156.671909,62.124315,55.938951,58.531623,41.911213,93.783053,5775,3047,28,571,592.336986,173.589041,2228.975584,2994.901612,6773.300537,6272.76624,2014
E39,21,De Kolenkit,101.343046,106.834513,121.018452,123.869538,117.240835,82.823857,107.146863,94.98536,88.271979,95.333909,91.802944,24.417634,63.695415,51.709901,17.910162,17.803848,47.937396,25.220691,22.241943,30.04419,13.002243,26.422031,14.3172,64.635151,49.471132,57.581662,25.545591,23.250272,46.051304,21.707564,22.437952,26.45033,34.130435,33.628319,10.617789,10.515383,3.002923,17.999735,10.662876,30.430736,31.408193,14.585228,17.898725,3.430405,2.885555,53.744026,0.350411,2.648232,0.909811,1.889381,0.163032,8.040497,58.328412,15.640557,3.537276,99,3,8,1,4,39,34,20,65,44,53,8,1,7,39,29,19,7,58,71,34,44,28,23.305085,185.857488,0.367418,113.174213,0.275564,109.165317,3.582329,107.764893,3.123056,123.384495,0.734837,62.042077,0.091855,73.782084,2.152158,166.426543,5.970548,88.037141,0.642982,70.873313,3.582329,52.025545,2.663783,136.703903,1.745237,79.491411,4.868293,56.433705,18.14059,96.571855,125,15.758514,4.041602,77.673564,4.734747,46.832502,3.658668,60.468956,7.640159,60.758664,6.241257,67.832913,0.642982,58.756694,2.7852,70.795575,58.929946,112.031647,106.717768,41.840558,165.195088,12.839242,2.460723,2.069887,38.552053,0.251359,1.899649,0.652632,1.355304,0.116947,5.767667,11.219397,2.537385,99.095226,194.082527,105.63033,184.672743,94.010192,94.012302,57.960808,57.961166,57.961958,118.146271,165.195088,126.949996,105.629972,94.770128,109.165317,101.576719,91.163531,72.698115,73.782084,166.221657,166.426543,91.72317,111.943051,96.241277,126.345926,88.204384,77.00456,96.571855,15.758514,83.11981,139.406392,9293,4248,8,441,779.863233,1424.383562,2577.072529,4781.319324,10886.773108,10053.136422,2014
E40abc,22,Geuzenbuurt,89.99393,102.113593,92.759877,79.361882,91.411784,90.981729,92.62244,91.802085,90.5455,82.990343,86.767922,11.665924,61.028251,53.455456,14.070675,18.520514,44.415454,25.367356,12.237562,16.702403,6.395527,13.011256,5.127132,58.763694,52.126376,55.037181,19.580534,14.896199,37.208904,7.415308,12.126909,41.045912,30.706522,32.065217,12.753184,10.858659,1.830495,19.843802,6.906099,25.051638,27.321814,13.108087,17.326024,0,0.131574,35.076955,0.312826,2.364185,1.455273,3.022129,0.260776,8.71252,28.962638,7.950716,0.161291,35,2,7,3,0,23,24,3,33,14,40,9,26,7,97,13,29,4,62,126,23,54,23,9.628611,76.787938,0,0,0.262427,103.9612,3.017912,90.785898,3.149125,124.414437,0.918495,77.548294,0.393641,316.191386,0.442804,34.242108,4.330047,63.847571,0.918495,101.241973,12.727715,184.842412,1.705776,87.539514,3.805193,173.317521,5.248542,60.841589,10.514019,55.971626,684.210526,86.257129,1.83699,35.304207,7.97048,78.837906,3.394834,56.108419,18.597786,147.899618,9.151292,99.460537,0.524854,47.961987,3.167842,80.521749,86.053693,97.455713,95.909765,25.916591,102.324007,15.503818,0,0.117736,31.387855,0.279926,2.11554,1.30222,2.704287,0.233349,7.79621,7.114526,0.144328,119.660828,0,6.008303,150.354674,104.694265,104.696615,115.651251,115.651965,115.653544,159.69944,102.324007,80.50246,6.008283,38.551181,103.9612,121.493613,99.074349,86.596951,316.191386,78.026112,34.242108,82.45199,67.494648,173.346499,60.362437,117.547782,93.794206,55.971626,86.257129,58.43501,111.753272,6775,3635,38,856,807.125479,0,1731.366532,2538.492012,7621.164004,7260.462643,2014
E40defg,23,Chassebuurt,97.135936,103.898596,98.808687,81.676666,94.79465,108.957879,92.280551,100.619215,119.100306,72.887583,95.993944,20.734307,67.733625,55.56153,16.262877,16.990868,44.312135,20.116639,14.700367,21.068742,5.434162,18.272573,10.461232,59.959572,46.985564,55.999262,20.857367,15.330684,46.556035,14.288417,15.571686,37.432451,30.752212,29.772727,15.834105,18.880978,17.933606,24.505904,7.342273,33.616999,29.569808,20.390284,6.984686,0,1.079052,19.116686,0.27411,2.071592,0.587149,1.219319,0.105213,4.016668,22.635795,17.64723,1.322763,19,5,5,4,2,28,22,3,37,11,26,11,1,6,54,19,26,3,51,83,17,39,19,6.458192,51.503923,0.290537,89.492942,0.726344,287.742975,4.067524,122.360721,3.195912,126.262869,0.726344,61.325013,0.581075,466.747721,0.484496,37.46613,5.374943,79.254804,0.871612,96.074304,7.844511,113.924489,2.760106,141.647142,3.776987,172.032799,3.776987,43.783184,15.988372,85.114475,40,5.042724,1.597956,30.710334,6.29845,62.29946,2.745478,45.376131,13.404393,106.598956,8.236434,89.517437,0.435806,39.824641,2.875215,73.083621,68.723325,105.474208,149.192433,23.072118,91.093443,7.119321,0,1.099852,19.485175,0.279394,2.111523,0.598467,1.242822,0.107242,4.094092,17.987394,1.348261,54.948005,0,56.12756,93.33824,104.495494,104.49784,53.15039,53.150719,53.151444,83.864365,91.093443,203.531398,56.127369,77.37911,287.742975,101.892152,99.290611,75.715173,466.747721,102.179748,37.46613,71.152538,64.049536,107.062406,113.140551,133.397719,57.143578,85.114475,5.042724,55.306169,98.108875,6192,2942,25,688,752.532603,0,1322.84971,2075.382313,6883.794104,6608.200415,2014
E41,24,Van Galenbuurt,102.271044,97.313176,114.180918,122.69391,111.396001,118.53908,102.012454,110.275767,96.931555,73.35117,85.141363,27.422524,68.434226,50.578053,14.178909,18.235889,46.388611,34.936082,14.8577,23.725754,12.305539,23.585359,18.278786,54.176803,45.218027,52.449852,24.102267,23.029607,42.951656,17.2467,9.914564,42.677265,33.082707,31.060606,15.746809,19.11255,8.127233,22.356643,13.765788,27.641526,29.904767,17.805387,10.091997,0,3.038491,33.800153,0.193603,1.463158,1.477311,3.067894,0.264725,4.767275,35.62553,6.661609,3.724754,31,3,10,2,3,31,25,1,40,17,45,9,5,9,41,22,15,11,80,106,11,88,24,9.651308,76.968945,0.356462,109.799453,0.356462,141.213466,3.683443,110.806649,2.970519,117.358111,1.188207,100.320058,0.237641,190.885238,0.149948,11.595456,4.75283,70.081598,1.069387,117.874167,4.87165,70.750142,2.614056,134.151962,1.782311,81.180047,5.346933,61.98215,17.928287,95.441657,147.058824,18.539428,2.019953,38.820481,13.195382,130.518651,1.649423,27.26098,15.894437,126.401129,11.995801,130.376008,1.307028,119.438249,3.154602,80.185202,106.799003,106.668992,130.279156,33.356261,131.697347,9.449158,0,2.844946,31.647156,0.181271,1.369958,1.383209,2.872476,0.247862,4.46361,6.237279,3.487495,72.930041,0,145.183069,151.596783,67.79674,67.798262,122.844009,122.844767,122.846445,91.433648,131.697347,70.576215,145.182576,114.148451,141.213466,119.186997,114.819102,89.478952,190.885238,74.838035,11.595456,71.031079,78.582778,97.699023,137.828833,102.514388,71.799316,95.441657,18.539428,48.479741,106.803129,6669,3212,34,502,1362.207671,148.273973,3730.635392,5241.117036,8416.039012,7607.932894,2014
